ticker,company,sector_gics,sector_icb,stock_index,country
RB.L,Reckitt Benckiser Group plc,Consumer staples,Consumer goods,FTSE 100,Kingdom
HVT.L,The Heavitree Brewery PLC,Consumer staples,Consumer goods,,Kingdom
YNGN.L,"Young &amp; Co.'s Brewery, P.L.C.",Consumer staples,Consumer goods,,Kingdom
FSTA.l,FSTA.l,Consumer staples,Consumer goods,,Kingdom
PM,Philip Morris International Inc.,Consumer staples,Consumer goods,,United States
DMGT.L,Daily Mail and General Trust plc,Consumer staples,Consumer goods,,Kingdom
MDZ.L,Mediazest PLC,Consumer staples,Consumer goods,,Kingdom
INM.L,Independent News &amp; Media plc,Consumer staples,Consumer goods,,Ireland
SAA.L,M&amp;C Saatchi plc,Consumer staples,Consumer goods,,Kingdom
PO,PO,Consumer staples,Consumer goods,,nan
PFD.L,Premier Foods plc,Consumer staples,Consumer goods,,Kingdom
BTC-USD,Bitcoin USD,Cryptocurrency,Cryptocurrency,,nan
XRP-USD,Ripple USD,Cryptocurrency,Cryptocurrency,,nan
ETH-USD,Ethereum USD,Cryptocurrency,Cryptocurrency,,nan
BCH-USD,Bitcoin Cash / BCC USD,Cryptocurrency,Cryptocurrency,,nan
USDT-USD,Tether USD,Cryptocurrency,Cryptocurrency,,nan
LTC-USD,Litecoin USD,Cryptocurrency,Cryptocurrency,,nan
XLM-USD,Stellar USD,Cryptocurrency,Cryptocurrency,,nan
TRX-USD,Tronix USD,Cryptocurrency,Cryptocurrency,,nan
EOS-USD,EOS USD,Cryptocurrency,Cryptocurrency,,nan
BNB-USD,Binance Coin USD,Cryptocurrency,Cryptocurrency,,nan
ADA-USD,Cardano USD,Cryptocurrency,Cryptocurrency,,nan
IOT-USD,IOTA USD,Cryptocurrency,Cryptocurrency,,nan
XMR-USD,Monero USD,Cryptocurrency,Cryptocurrency,,nan
DASH-USD,DigitalCash USD,Cryptocurrency,Cryptocurrency,,nan
VEN-USD,Vechain USD,Cryptocurrency,Cryptocurrency,,nan
XEM-USD,NEM USD,Cryptocurrency,Cryptocurrency,,nan
NEO-USD,NEO USD,Cryptocurrency,Cryptocurrency,,nan
LINK-USD,ChainLink USD,Cryptocurrency,Cryptocurrency,,nan
ETC-USD,Ethereum Classic USD,Cryptocurrency,Cryptocurrency,,nan
XRB-USD,Nano USD,Cryptocurrency,Cryptocurrency,,nan
ZEC-USD,ZCash USD,Cryptocurrency,Cryptocurrency,,nan
ZRX-USD,0x USD,Cryptocurrency,Cryptocurrency,,nan
WAVES-USD,Waves USD,Cryptocurrency,Cryptocurrency,,nan
DOGE-USD,Dogecoin USD,Cryptocurrency,Cryptocurrency,,nan
QTUM-USD,QTUM USD,Cryptocurrency,Cryptocurrency,,nan
BTG-USD,Bitcoin Gold USD,Cryptocurrency,Cryptocurrency,,nan
BAT-USD,Basic Attention Token USD,Cryptocurrency,Cryptocurrency,,nan
OMG-USD,OmiseGo USD,Cryptocurrency,Cryptocurrency,,nan
DCR-USD,Decred USD,Cryptocurrency,Cryptocurrency,,nan
REP-USD,Augur USD,Cryptocurrency,Cryptocurrency,,nan
LSK-USD,Lisk USD,Cryptocurrency,Cryptocurrency,,nan
SNT-USD,Status Network Token USD,Cryptocurrency,Cryptocurrency,,nan
AE-USD,Aeternity USD,Cryptocurrency,Cryptocurrency,,nan
GNO-USD,Gnosis USD,Cryptocurrency,Cryptocurrency,,nan
DGB-USD,DigiByte USD,Cryptocurrency,Cryptocurrency,,nan
LRC-USD,Loopring USD,Cryptocurrency,Cryptocurrency,,nan
XVG-USD,Verge USD,Cryptocurrency,Cryptocurrency,,nan
BTS-USD,Bitshares USD,Cryptocurrency,Cryptocurrency,,nan
STRAT-USD,Stratis USD,Cryptocurrency,Cryptocurrency,,nan
ICX-USD,ICON Project USD,Cryptocurrency,Cryptocurrency,,nan
SC-USD,Siacoin USD,Cryptocurrency,Cryptocurrency,,nan
QASH-USD,Quoine Liquid USD,Cryptocurrency,Cryptocurrency,,nan
WTC-USD,Waltonchain USD,Cryptocurrency,Cryptocurrency,,nan
KMD-USD,Komodo USD,Cryptocurrency,Cryptocurrency,,nan
MCO-USD,Monaco USD,Cryptocurrency,Cryptocurrency,,nan
PPT-USD,Populous USD,Cryptocurrency,Cryptocurrency,,nan
GNT-USD,Golem Network Token USD,Cryptocurrency,Cryptocurrency,,nan
PAY-USD,TenX USD,Cryptocurrency,Cryptocurrency,,nan
FCT-USD,Factoids USD,Cryptocurrency,Cryptocurrency,,nan
STORJ-USD,Storj USD,Cryptocurrency,Cryptocurrency,,nan
MAID-USD,MaidSafe Coin USD,Cryptocurrency,Cryptocurrency,,nan
ARDR-USD,Ardor USD,Cryptocurrency,Cryptocurrency,,nan
CVC-USD,Civic USD,Cryptocurrency,Cryptocurrency,,nan
XUC-USD,Exchange Union USD,Cryptocurrency,Cryptocurrency,,nan
FUN-USD,FunFair USD,Cryptocurrency,Cryptocurrency,,nan
HSR-USD,Hshare USD,Cryptocurrency,Cryptocurrency,,nan
PIVX-USD,Private Instant Verified Transaction USD,Cryptocurrency,Cryptocurrency,,nan
ARK-USD,ARK USD,Cryptocurrency,Cryptocurrency,,nan
BNT-USD,Bancor Network Token USD,Cryptocurrency,Cryptocurrency,,nan
DGD-USD,Digix DAO USD,Cryptocurrency,Cryptocurrency,,nan
DCN-USD,Dentacoin USD,Cryptocurrency,Cryptocurrency,,nan
STEEM-USD,Steem USD,Cryptocurrency,Cryptocurrency,,nan
MONA-USD,MonaCoin USD,Cryptocurrency,Cryptocurrency,,nan
XZC-USD,ZCoin USD,Cryptocurrency,Cryptocurrency,,nan
ETP-USD,Metaverse USD,Cryptocurrency,Cryptocurrency,,nan
KNC-USD,Kyber Network USD,Cryptocurrency,Cryptocurrency,,nan
VERI-USD,Veritaseum USD,Cryptocurrency,Cryptocurrency,,nan
SUB-USD,Substratum Network USD,Cryptocurrency,Cryptocurrency,,nan
SALT-USD,Salt Lending USD,Cryptocurrency,Cryptocurrency,,nan
NXT-USD,Nxt USD,Cryptocurrency,Cryptocurrency,,nan
LKK-USD,Lykke USD,Cryptocurrency,Cryptocurrency,,nan
SYS-USD,SysCoin USD,Cryptocurrency,Cryptocurrency,,nan
MGO-USD,MobileGo USD,Cryptocurrency,Cryptocurrency,,nan
NXS-USD,Nexus USD,Cryptocurrency,Cryptocurrency,,nan
ZEN-USD,ZenCash USD,Cryptocurrency,Cryptocurrency,,nan
GAS-USD,Gas USD,Cryptocurrency,Cryptocurrency,,nan
PART-USD,Particl USD,Cryptocurrency,Cryptocurrency,,nan
GBYTE-USD,Byteball USD,Cryptocurrency,Cryptocurrency,,nan
KIN-USD,Kin USD,Cryptocurrency,Cryptocurrency,,nan
RLC-USD,iExec USD,Cryptocurrency,Cryptocurrency,,nan
SMART-USD,SmartCash USD,Cryptocurrency,Cryptocurrency,,nan
MTL-USD,Metal USD,Cryptocurrency,Cryptocurrency,,nan
NEBL-USD,Neblio USD,Cryptocurrency,Cryptocurrency,,nan
ANT-USD,Aragon USD,Cryptocurrency,Cryptocurrency,,nan
EDG-USD,Edgeless USD,Cryptocurrency,Cryptocurrency,,nan
ICN-USD,Iconomi USD,Cryptocurrency,Cryptocurrency,,nan
SNGLS-USD,SingularDTV USD,Cryptocurrency,Cryptocurrency,,nan
DNT-USD,district0x USD,Cryptocurrency,Cryptocurrency,,nan
QRL-USD,Quantum Resistant Ledger USD,Cryptocurrency,Cryptocurrency,,nan
VTC-USD,VertCoin USD,Cryptocurrency,Cryptocurrency,,nan
BTCD-USD,BitcoinDark USD,Cryptocurrency,Cryptocurrency,,nan
NAV-USD,NavCoin USD,Cryptocurrency,Cryptocurrency,,nan
MLN-USD,Melon USD,Cryptocurrency,Cryptocurrency,,nan
FRST-USD,FirstCoin USD,Cryptocurrency,Cryptocurrency,,nan
WINGS-USD,Wings DAO USD,Cryptocurrency,Cryptocurrency,,nan
SNM-USD,SONM USD,Cryptocurrency,Cryptocurrency,,nan
UBQ-USD,Ubiq USD,Cryptocurrency,Cryptocurrency,,nan
FAIR-USD,FairCoin USD,Cryptocurrency,Cryptocurrency,,nan
GAME-USD,Gamecredits USD,Cryptocurrency,Cryptocurrency,,nan
XCP-USD,CounterParty USD,Cryptocurrency,Cryptocurrency,,nan
IOC-USD,IOCoin USD,Cryptocurrency,Cryptocurrency,,nan
BQX-USD,Bitquence USD,Cryptocurrency,Cryptocurrency,,nan
TAAS-USD,Token as a Service USD,Cryptocurrency,Cryptocurrency,,nan
NLC2-USD,NoLimitCoin USD,Cryptocurrency,Cryptocurrency,,nan
ATM-USD,Autumncoin USD,Cryptocurrency,Cryptocurrency,,nan
ATB-USD,ATB coin USD,Cryptocurrency,Cryptocurrency,,nan
MCAP-USD,MCAP USD,Cryptocurrency,Cryptocurrency,,nan
BTM-USD,BTM* USD,Cryptocurrency,Cryptocurrency,,nan
BCCOIN-USD,BitConnect Coin USD,Cryptocurrency,Cryptocurrency,,nan
BCN-USD,ByteCoin USD,Cryptocurrency,Cryptocurrency,,nan
BLOCK-USD,BlockNet USD,Cryptocurrency,Cryptocurrency,,nan
ADX-USD,AdEx USD,Cryptocurrency,Cryptocurrency,,nan
VIS.MC,"Viscofan, S.A.",,,Ibex 35,Spain
TEF.MC,"Telefónica, S.A.",,,Ibex 35,Spain
COL.MC,"Inmobiliaria Colonial, SOCIMI, S.A.",,,Ibex 35,Spain
SGRE.MC,"Siemens Gamesa Renewable Energy, S.A.",,,Ibex 35,Spain
CLNX.MC,"Cellnex Telecom, S.A.",,,Ibex 35,Spain
ELE.MC,"Endesa, S.A.",,,Ibex 35,Spain
NTGY.MC,"Naturgy Energy Group, S.A.",,,Ibex 35,Spain
BBVA.MC,"Banco Bilbao Vizcaya Argentaria, S.A.",,,Ibex 35,Spain
MRL.MC,"MERLIN Properties SOCIMI, S.A.",,,Ibex 35,Spain
CABK.MC,"CaixaBank, S.A.",,,Ibex 35,Spain
SAB.MC,"Banco de Sabadell, S.A.",,,Ibex 35,Spain
CAP.PA,Capgemini SE,,,CAC 40,France
AC.PA,Accor SA,,,CAC 40,France
SW.PA,Sodexo S.A.,,,CAC 40,France
VIV.PA,Vivendi SA,,,CAC 40,France
OR.PA,L'Oréal S.A.,,,CAC 40,France
VIE.PA,Veolia Environnement S.A.,,,CAC 40,France
ENGI.PA,ENGIE SA,,,CAC 40,France
FP.PA,TOTAL S.A.,,,CAC 40,France
FTI.PA,TechnipFMC plc,,,CAC 40,Kingdom
ATO.PA,Atos SE,,,CAC 40,France
LR.PA,Legrand SA,,,CAC 40,France
ACA.PA,Crédit Agricole S.A.,,,CAC 40,France
SGO.PA,Compagnie de Saint-Gobain S.A.,,,CAC 40,France
FR.PA,Valeo SA,,,CAC 40,France
GLE.PA,Société Générale Société anonyme,,,CAC 40,France
RWE.DE,RWE Aktiengesellschaft,,,DAX,Germany
BEI.DE,Beiersdorf Aktiengesellschaft,,,DAX,Germany
DB1.DE,Deutsche Börse Aktiengesellschaft,,,DAX,Germany
HEN3.DE,Henkel AG & Co. KGaA,,,DAX,Germany
FRE.DE,Fresenius SE & Co. KGaA,,,DAX,Germany
CON.DE,Continental Aktiengesellschaft,,,DAX,Germany
FME.DE,Fresenius Medical Care AG & Co. KGaA,,,DAX,Germany
1COV.DE,Covestro AG,,,DAX,Germany
STJ.L,St. James's Place plc,,,FTSE 100,Kingdom
RTO.L,Rentokil Initial plc,,,FTSE 100,Kingdom
RMV.L,Rightmove plc,,,FTSE 100,Kingdom
DLG.L,Direct Line Insurance Group plc,,,FTSE 100,Kingdom
RDSA.L,Royal Dutch Shell plc,,,FTSE 100,Netherland
EXPN.L,Experian plc,,,FTSE 100,Ireland
SDR.L,Schroders plc,,,FTSE 100,Kingdom
PPB.L,Paddy Power Betfair plc,,,FTSE 100,Ireland
SMT.L,Scottish Mortgage Investment Trust PLC,,,FTSE 100,Kingdom
NMC.L,NMC Health Plc,,,FTSE 100,Kingdom
CCH.L,Coca-Cola HBC AG,,,FTSE 100,Switzerland
SMIN.L,Smiths Group plc,,,FTSE 100,Kingdom
SPX.L,Spirax-Sarco Engineering plc,,,FTSE 100,Kingdom
AUTO.L,Auto Trader Group plc,,,FTSE 100,Kingdom
AHT.L,Ashtead Group plc,,,FTSE 100,Kingdom
GVC.L,GVC Holdings PLC,,,FTSE 100,Kingdom
TUI.L,TUI AG,,,FTSE 100,Germany
ANTO.L,Antofagasta plc,,,FTSE 100,Kingdom
BLG.BR,BLG.BR,,,BEL 20,nan
AGB.BR,AGB.BR,,,BEL 20,nan
TNO.BR,TNO.BR,,,BEL 20,nan
UCB.BR,UCB SA,,,BEL 20,Belgium
AVH.BR,AVH.BR,,,BEL 20,nan
GBL.BR,GBL.BR,,,BEL 20,nan
SOL.BR,SOL.BR,,,BEL 20,nan
INT.BR,INT.BR,,,BEL 20,nan
GLS.BR,GLS.BR,,,BEL 20,nan
KBC.BR,KBC Group NV,,,BEL 20,Belgium
UMC.BR,UMC.BR,,,BEL 20,nan
DEL.BR,DEL.BR,,,BEL 20,nan
ENGI.BR,ENGI.BR,,,BEL 20,nan
COFB.BR,Cofinimmo SA,,,BEL 20,Belgium
ONTEX.BR,Ontex Group NV,,,BEL 20,Belgium
ES6.BR,ES6.BR,,,BEL 20,nan
BEK.BR,BEK.BR,,,BEL 20,nan
BPO.BR,BPO.BR,,,BEL 20,nan
COL.BR,COL.BR,,,BEL 20,nan
INGA.BR,INGA.BR,,,BEL 20,nan
MRK,"Merck & Co., Inc.",,,Dow Jones Industrial Average,United States
PG,The Procter & Gamble Company,,,Dow Jones Industrial Average,United States
MCD,McDonald's Corporation,,,Dow Jones Industrial Average,United States
DIS,The Walt Disney Company,,,Dow Jones Industrial Average,United States
JPM,JPMorgan Chase & Co.,,,Dow Jones Industrial Average,United States
JNJ,Johnson & Johnson,,,Dow Jones Industrial Average,United States
V,Visa Inc.,,,Dow Jones Industrial Average,United States
TRV,"The Travelers Companies, Inc.",,,Dow Jones Industrial Average,United States
WBA,"Walgreens Boots Alliance, Inc.",,,Dow Jones Industrial Average,United States
HD,"The Home Depot, Inc.",,,Dow Jones Industrial Average,United States
MMM,3M Company,,,Dow Jones Industrial Average,United States
CAT,Caterpillar Inc.,,,Dow Jones Industrial Average,United States
MONC.MI,Moncler S.p.A.,,,FTSE MIB INDEX,Italy
PIRC.MI,Pirelli & C. S.p.A.,,,FTSE MIB INDEX,Italy
PST.MI,Poste Italiane SpA,,,FTSE MIB INDEX,Italy
FCA.MI,Fiat Chrysler Automobiles N.V.,,,FTSE MIB INDEX,Kingdom
G.MI,Assicurazioni Generali S.p.A.,,,FTSE MIB INDEX,Italy
TIT.MI,Telecom Italia S.p.A.,,,FTSE MIB INDEX,Italy
LDO.MI,Leonardo S.p.a.,,,FTSE MIB INDEX,Italy
SFER.MI,Salvatore Ferragamo S.p.A.,,,FTSE MIB INDEX,Italy
UNI.MI,Unipol Gruppo S.p.A.,,,FTSE MIB INDEX,Italy
PRY.MI,Prysmian S.p.A.,,,FTSE MIB INDEX,Italy
BPE.MI,BPER Banca S.p.A.,,,FTSE MIB INDEX,Italy
CNHI.MI,CNH Industrial N.V.,,,FTSE MIB INDEX,Kingdom
STM.MI,STMicroelectronics N.V.,,,FTSE MIB INDEX,Switzerland
GRUMAB.MX,"Gruma, S.A.B. de C.V.",,,IPC Mexico,Mexico
FEMSAUBD.MX,"Fomento Económico Mexicano, S.A.B. de C.V.",,,IPC Mexico,Mexico
ASURB.MX,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",,,IPC Mexico,Mexico
GAPB.MX,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",,,IPC Mexico,Mexico
ALPEKA.MX,"ALPEK, S.A.B. de C.V.",,,IPC Mexico,Mexico
NEMAKA.MX,"Nemak, S. A. B. de C. V.",,,IPC Mexico,Mexico
OMAB.MX,"Grupo Aeroportuario del Centro Norte, S. A. B. de C. V.",,,IPC Mexico,Mexico
GFNORTEO.MX,"Grupo Financiero Banorte, S.A.B. de C.V.",,,IPC Mexico,Mexico
MEGACPO.MX,"Megacable Holdings, S. A. B. de C. V.",,,IPC Mexico,Mexico
TLEVISACPO.MX,"Grupo Televisa, S.A.B.",,,IPC Mexico,Mexico
AMXL.MX,"América Móvil, S.A.B. de C.V.",,,IPC Mexico,Mexico
AC.MX,"Arca Continental, S. A. B. de C. V.",,,IPC Mexico,Mexico
RA.MX,Regional S.A.B. de C.V.,,,IPC Mexico,Mexico
LALAB.MX,"Grupo Lala, S.A.B. de C.V.",,,IPC Mexico,Mexico
MEXCHEM.MX,"Mexichem, S.A.B. de C.V.",,,IPC Mexico,Mexico
GMEXICOB.MX,"Grupo México, S.A.B. de C.V.",,,IPC Mexico,Mexico
GENTERA.MX,"Gentera, S. A. B. de C. V.",,,IPC Mexico,Mexico
CUERVO.MX,"Becle, S.A.B. de C.V.",,,IPC Mexico,Mexico
BIMBOA.MX,"Grupo Bimbo, S.A.B. de C.V.",,,IPC Mexico,Mexico
KIMBERA.MX,"Kimberly-Clark de México, S. A. B. de C. V.",,,IPC Mexico,Mexico
PINFRA.MX,"Promotora y Operadora de Infraestructura, S. A. B. de C. V.",,,IPC Mexico,Mexico
CEMEXCPO.MX,"CEMEX, S.A.B. de C.V.",,,IPC Mexico,Mexico
BSMXB.MX,"Banco Santander (México), S.A., Institución de Banca Múltiple, Grupo Financiero Santander México",,,IPC Mexico,Mexico
ALSEA.MX,"Alsea, S.A.B. de C.V.",,,IPC Mexico,Mexico
GCARSOA1.MX,"Grupo Carso, S.A.B. de C.V.",,,IPC Mexico,Mexico
LIVEPOLC1.MX,LIVEPOLC1.MX,,,IPC Mexico,nan
GMXT.MX,"GMéxico Transportes, S.A. de C.V.",,,IPC Mexico,Mexico
IENOVA.MX,"Infraestructura Energética Nova, S.A.B. de C.V.",,,IPC Mexico,Mexico
PEOLES.MX,PEOLES.MX,,,IPC Mexico,nan
PESA.BA,PESA.BA,,,MERVAL,nan
ERAR.BA,ERAR.BA,,,MERVAL,nan
EDN.BA,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,,,MERVAL,Argentina
FRAN.BA,BBVA Banco Francés S.A.,,,MERVAL,Argentina
YPFD.BA,YPF Sociedad Anonima,,,MERVAL,Argentina
ALUA.BA,Aluar Aluminio Argentino S.A.I.C.,,,MERVAL,Argentina
COME.BA,Sociedad Comercial del Plata S.A.,,,MERVAL,Argentina
APBR.BA,Petróleo Brasileiro S.A. - Petrobras,,,MERVAL,Brazil
BMA.BA,Banco Macro S.A.,,,MERVAL,Argentina
TECO2.BA,Telecom Argentina S.A.,,,MERVAL,Argentina
PAMP.BA,Pampa Energía S.A.,,,MERVAL,Argentina
TS.BA,Tenaris S.A.,,,MERVAL,Luxembourg
GGAL.BA,Grupo Financiero Galicia S.A.,,,MERVAL,Argentina
MAR,"Marriott International, Inc.",,,NASDAQ 100,United States
SIRI,Sirius XM Holdings Inc.,,,NASDAQ 100,United States
UAL,"United Continental Holdings, Inc.",,,NASDAQ 100,United States
VRSK,"Verisk Analytics, Inc.",,,NASDAQ 100,United States
WLTW,Willis Towers Watson Public Limited Company,,,NASDAQ 100,Kingdom
PCAR,PACCAR Inc,,,NASDAQ 100,United States
DLTR,"Dollar Tree, Inc.",,,NASDAQ 100,United States
WYNN,"Wynn Resorts, Limited",,,NASDAQ 100,United States
MELI,"MercadoLibre, Inc.",,,NASDAQ 100,Argentina
SBUX,Starbucks Corporation,,,NASDAQ 100,United States
AKTX,"Akari Therapeutics, Plc",,,NASDAQ Composite,United States
ATEC,"Alphatec Holdings, Inc.",,,NASDAQ Composite,United States
FRSX,Foresight Autonomous Holdings Ltd.,,,NASDAQ Composite,Israel
POPE,"Pope Resources, A Delaware Limited Partnership",,,NASDAQ Composite,United States
CMRX,"Chimerix, Inc.",,,NASDAQ Composite,United States
FARM,Farmer Bros. Co.,,,NASDAQ Composite,United States
NMRK,"Newmark Group, Inc.",,,NASDAQ Composite,United States
SPHS,"Sophiris Bio, Inc.",,,NASDAQ Composite,United States
FRSH,"Papa Murphy's Holdings, Inc.",,,NASDAQ Composite,United States
FNLC,"The First Bancorp, Inc.",,,NASDAQ Composite,United States
CVCO,"Cavco Industries, Inc.",,,NASDAQ Composite,United States
FNJN,"Finjan Holdings, Inc.",,,NASDAQ Composite,United States
AGLE,"Aeglea BioTherapeutics, Inc.",,,NASDAQ Composite,United States
SCOR,"comScore, Inc.",,,NASDAQ Composite,United States
OPTT,"Ocean Power Technologies, Inc.",,,NASDAQ Composite,United States
EXAS,Exact Sciences Corporation,,,NASDAQ Composite,United States
KLXE,"KLX Energy Services Holdings, Inc.",,,NASDAQ Composite,United States
SCON,Superconductor Technologies Inc.,,,NASDAQ Composite,United States
FRTA,"Forterra, Inc.",,,NASDAQ Composite,United States
IBKC,IBERIABANK Corporation,,,NASDAQ Composite,United States
FNKO,"Funko, Inc.",,,NASDAQ Composite,United States
NVCN,Neovasc Inc.,,,NASDAQ Composite,Canada
IBS.LS,"Ibersol, S.G.P.S., S.A.",,,PSI 20,nan
SON.LS,"Sonae, SGPS, S.A.",,,PSI 20,nan
PHR.LS,"Pharol, SGPS S.A.",,,PSI 20,nan
EDPR.LS,"EDP Renováveis, S.A.",,,PSI 20,nan
GALP.LS,"Galp Energia, SGPS, S.A.",,,PSI 20,nan
RENE.LS,"REN - Redes Energéticas Nacionais, SGPS, S.A.",,,PSI 20,nan
RAM.LS,"F. Ramada Investimentos, SGPS, S.A.",,,PSI 20,nan
JMT.LS,"Jerónimo Martins, SGPS, S.A.",,,PSI 20,nan
EDP.LS,"EDP - Energias de Portugal, S.A.",,,PSI 20,nan
BCP.LS,"Banco Comercial Português, S.A.",,,PSI 20,nan
NOS.LS,"NOS, S.G.P.S., S.A.",,,PSI 20,nan
SONC.LS,"Sonae Capital, SGPS, SA",,,PSI 20,nan
SEM.LS,"Semapa - Sociedade de Investimento e Gestão, SGPS, S.A.",,,PSI 20,nan
CTT.LS,"CTT - Correios De Portugal, S.A.",,,PSI 20,nan
ALTR.LS,"Altri, S.G.P.S., S.A.",,,PSI 20,nan
COR.LS,"Corticeira Amorim, S.G.P.S., S.A.",,,PSI 20,nan
NVG.LS,"The Navigator Company, S.A.",,,PSI 20,nan
EGL.LS,"Mota-Engil, SGPS, S.A.",,,PSI 20,nan
